"artist","song","person","name","n"
"Captain & Tennille","You Never Done It Like That",TRUE,"Columbus",1
"Cardi B","Bodak Yellow (Money Moves)",TRUE,"Mona",1
"Cardi B & YG","She Bad",TRUE,"Nova",1
"Cardi B Featuring Chance The Rapper","Best Life",TRUE,"Dante",1
"Cardi B Featuring Chance The Rapper","Best Life",TRUE,"Jamie",1
"Carlos Vives & Shakira","La Bicicleta",FALSE,"Marta",1
"Carly Simon","Why",TRUE,"Shane",1
"Carrie Underwood","Before He Cheats",TRUE,"Shania",1
"Cat Stevens","Morning Has Broken",TRUE,"Eden",1
"Chance The Rapper","I Might Need Security",TRUE,"Heath",1
"Chance The Rapper Featuring Lil Wayne & 2 Chainz","No Problem",TRUE,"Petey Pablo",1
"Charlene","I've Never Been To Me",FALSE,"Carlo",1
"Charlene","I've Never Been To Me",FALSE,"Monte",1
"Chase Rice","Eyes On You",FALSE,"Montana",1
"Chic","Everybody Dance",TRUE,"Rogers",1
"Chief Keef Featuring Lil Reese","I Don't Like",FALSE,"Reggie",1
"Childish Gambino","Summertime Magic",FALSE,"Valentine",1
"Childish Gambino","V. 3005",TRUE,"Lorenzo",1
"Chris Brown Feat. Ludacris","Wet The Bed",TRUE,"Toni",1
"Chris Brown Featuring Nicki Minaj","Love More",TRUE,"Elle",1
"Chris Brown Featuring Nicki Minaj","Love More",TRUE,"Naomi",1
"Chris Brown Featuring Tyga & Kevin McCall","Deuces",TRUE,"Raymond",1
"Chubb Rock","Treat Em Right",FALSE,"James",1
"Chubb Rock","Treat Em Right",TRUE,"Crystal",1
"Chubby Checker","(Dance The) Mess Around",TRUE,"Dee",1
"Chubby Checker","Twistin' U.S.A.",FALSE,"Asia",1
"Chubby Checker","Twistin' U.S.A.",FALSE,"Charlotte",1
"Chubby Checker","Twistin' U.S.A.",FALSE,"Lou",1
"Chuck Berry","Dear Dad",FALSE,"Junior",1
"City High Featuring Eve","Caramel",TRUE,"Mira",1
"Crash Test Dummies","Superman's Song",TRUE,"Clark",1
"Creedence Clearwater Revival","Green River",TRUE,"Junior",1
"Crystal Gayle","Half The Way",TRUE,"Gayle",1
"Culture Club","It's A Miracle",TRUE,"Monroe",1
"D-12","Purple Hills",TRUE,"Christopher",1
"D-12","Purple Hills",TRUE,"Von",1
"D.R.A.M. Featuring Lil Yachty","Broccoli",FALSE,"Alfredo",1
"Da Brat","Funkdafied",TRUE,"Ralph",1
"Da Brat","Sittin On Top Of The World",FALSE,"Benjamin",1
"Da Brat","Sittin On Top Of The World",TRUE,"Ellie",1
"Da Brat Featuring Cherish","In Love Wit Chu",TRUE,"Tina Marie",1
"Dae Dae","Wat U Mean (Aye, Aye, Aye)",TRUE,"Clifford",1
"Daisy Dee","Crazy",TRUE,"Daisy Dee",1
"Dana","As We Lay",FALSE,"Autumn",1
"Danielle Bradbery","Maybe It Was Memphis",FALSE,"Melody",1
"Danielle Bradbery","Maybe It Was Memphis",TRUE,"Williams",1
"Darius Rucker","Alright",TRUE,"Patsy",1
"Darius Rucker","Wagon Wheel",FALSE,"Caroline",1
"Darryl Worley","Sounds Like Life To Me",TRUE,"Johnny Ray",1
"Das EFX","Freakit",TRUE,"Samantha",1
"Daughtry","Waiting For Superman",TRUE,"Lois",1
"David Banner","Play",TRUE,"Sheryl",1
"David Banner Featuring Lil' Flip","Like A Pimp",TRUE,"Micheal",1
"David Bowie","China Girl",TRUE,"Marlon",1
"David Bowie","The Hearts Filthy Lesson",TRUE,"Miranda",1
"Deep Purple","Smoke On The Water",FALSE,"Geneva",1
"Deep Purple","Smoke On The Water",TRUE,"Claude",1
"DeJ Loaf","Try Me",TRUE,"Devin",1
"DeJ Loaf Featuring Big Sean","Back Up",FALSE,"Belle",1
"Demi Lovato Featuring Cher Lloyd","Really Don't Care",TRUE,"Demi",1
"Destiny's Child","Independent Women Part I",TRUE,"Cameron",1
"Dierks Bentley Featuring Brothers Osborne","Burning Man",FALSE,"Joshua",1
"Dilated Peoples Featuring Kanye West","This Way",TRUE,"Clint",1
"Dion","Sandy",TRUE,"Ellis",1
"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright","Holy Key",TRUE,"Paul June",1
"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean","How Many Times",FALSE,"Catalina",1
"DJ Khaled Featuring Jay Z & Future","I Got The Keys",TRUE,"Josh",1
"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne","I'm The One",TRUE,"Whitney",1
"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross","Do You Mind",TRUE,"Celine",1
"DJ Khaled Featuring T.I. Akon, Rick Ross, Fat Joe. Lil' Wayne & Baby","We Takin' Over",FALSE,"Bennett",1
"DJ Kool","Let Me Clear My Throat",TRUE,"Don Mack",1
"DJ Kool","Let Me Clear My Throat",TRUE,"Doug",1
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B","Taki Taki",TRUE,"Adele",1
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B","Taki Taki",TRUE,"Hayley",1
"DMX Featuring Faith Evans","I Miss You",TRUE,"Jarvis",1
"Don McLean","American Pie (Parts I & II)",TRUE,"Lennon",1
"Dr. Hook","The Millionaire",TRUE,"Knox",1
"Drake","2019-03-14",TRUE,"Sandi",1
"Drake","30 For 30 Freestyle",TRUE,"Peyton",1
"Drake","9 AM In Dallas",FALSE,"Essence",1
"Drake","Can't Have Everything",TRUE,"Russ",1
"Drake","Charged Up",TRUE,"Corey",1
"Drake","Diplomatic Immunity",TRUE,"Robyn",1
"Drake","Diplomatic Immunity",TRUE,"Royal",1
"Drake","Do Not Disturb",TRUE,"Ian",1
"Drake","Elevate",TRUE,"Braden",1
"Drake","Elevate",TRUE,"Dayton",1
"Drake","Energy",FALSE,"Kennedy",1
"Drake","Free Smoke",FALSE,"Hilton",1
"Drake","From Time",FALSE,"Macy",1
"Drake","From Time",TRUE,"Bria",1
"Drake","From Time",TRUE,"Kourtney",1
"Drake","From Time",TRUE,"Summer",1
"Drake","From Time",TRUE,"Trey",1
"Drake","Furthest Thing",TRUE,"Derrick",1
"Drake","God's Plan",FALSE,"Scarlett",1
"Drake","Is There More",TRUE,"Maya",1
"Drake","Know Yourself",TRUE,"Ethan",1
"Drake","Know Yourself",TRUE,"Niko",1
"Drake","Know Yourself",TRUE,"Oliver",1
"Drake","Know Yourself",TRUE,"Winnie",1
"Drake","Lose You",TRUE,"Trina",1
"Drake","Redemption",TRUE,"Sydney",1
"Drake","Sandra's Rose",TRUE,"Amber",1
"Drake","Sandra's Rose",TRUE,"Mohamed",1
"Drake","Shot For Me",TRUE,"Katia",1
"Drake","Still Here",TRUE,"Weston",1
"Drake","Summer Sixteen",TRUE,"Kai",1
"Drake","Too Much",TRUE,"Noel",1
"Drake","Tuscan Leather",TRUE,"Akeem",1
"Drake","Tuscan Leather",TRUE,"Dwight",1
"Drake","Tuscan Leather",TRUE,"Ellen",1
"Drake","Two Birds, One Stone",TRUE,"Pam",1
"Drake","Weston Road Flows",TRUE,"Glenn",1
"Drake","Weston Road Flows",TRUE,"Vince",1
"Drake & Future","Digital Dash",TRUE,"Quentin",1
"Drake & Future","Live From The Gutter",FALSE,"Buford",1
"Drake Featuring 2 Chainz & Young Thug","Sacrifices",TRUE,"Katrina",1
"Drake Featuring Birdman","We'll Be Fine",TRUE,"Aliyah",1
"Drake Featuring Giggs","KMT",TRUE,"Gustavo",1
"Drake Featuring Kanye West, Lil Wayne & Eminem","Forever",TRUE,"Benjamin",1
"Drake Featuring Lil Wayne","Miss Me",TRUE,"Zoe",1
"Drake Featuring Lil Wayne","The Motto",FALSE,"Margarita",1
"Drake Featuring Lil Wayne","Used To",FALSE,"Clark",1
"Drake Featuring Lil Wayne & Young Jeezy","I'm Going In",TRUE,"Kareem",1
"Drake Featuring Nicki Minaj","Make Me Proud",FALSE,"Howard",1
"Drake Featuring PARTYNEXTDOOR","Preach",TRUE,"Jay Ray",1
"Drake Featuring Quavo & Travis Scott","Portland",TRUE,"Griselda",1
"Drake Featuring The Throne","Pop Style",TRUE,"Emmitt",1
"Earth, Wind & Fire","Let Me Talk",TRUE,"Hardy",1
"Ed Sheeran","Eraser",TRUE,"Damien",1
"Ed Sheeran","Galway Girl",FALSE,"Arthur",1
"Ed Sheeran","Galway Girl",FALSE,"Jamie",1
"Ed Sheeran","Galway Girl",TRUE,"Kaleigh",1
"Elvis Presley","Guitar Man",FALSE,"Kingston",1
"Eminem","Ass Like That",TRUE,"Hilary",1
"Eminem","Beautiful",TRUE,"Edna",1
"Eminem","Berzerk",TRUE,"Lamar",1
"Eminem","Fall",TRUE,"Tyler",1
"Eminem","Killshot",TRUE,"Gerald",1
"Eminem","Killshot",TRUE,"Gunner",1
"Eminem","Killshot",TRUE,"Jade",1
"Eminem","Lose Yourself",TRUE,"Mekhi",1
"Eminem","Music Box",TRUE,"Dakota",1
"Eminem","Music Box",TRUE,"Tabatha",1
"Eminem","Rap God",TRUE,"Dale",1
"Eminem","Superman",TRUE,"Hailie Jade",1
"Eminem","The Real Slim Shady",TRUE,"Carson",1
"Eminem","Untouchable",TRUE,"Heidi",1
"Eminem","Venom",TRUE,"Danica",1
"Eminem","Venom",TRUE,"Edgar",1
"Eminem","We Made You",TRUE,"Blake",1
"Eminem","We Made You",TRUE,"Cash",1
"Eminem","We Made You",TRUE,"Lindsay",1
"Eminem","We Made You",TRUE,"Portia",1
"Eminem & Jessie Reyez","Nice Guy",FALSE,"Levi",1
"Eminem Featuring Gwen Stefani","Kings Never Die",TRUE,"Khalil",1
"Eminem Featuring Royce Da 5'9","Not Alike",TRUE,"Harvey",1
"Eminem, 50 Cent, Lloyd Banks & Cashis","You Don't Know",TRUE,"Lloyd",1
"En Vogue","Give It Up, Turn It Loose",TRUE,"Tamika",1
"En Vogue","Riddle",TRUE,"Tyrone",1
"EPMD","The Joint",TRUE,"Raphael",1
"Erick Sermon Featuring Marvin Gaye","Music",TRUE,"Murray",1
"Estelle Featuring Kanye West","American Boy",TRUE,"Gladys",1
"Fabolous Feat. Chris Brown","Ready",FALSE,"Mercy",1
"Fabolous Featuring Tamia Or Ashanti","Into You",FALSE,"Bart",1
"Fabolous Featuring Tamia Or Ashanti","Into You",TRUE,"Ruth",1
"Faith Hill","Mississippi Girl",FALSE,"Star",1
"Falco","Vienna Calling",TRUE,"Maria Marilyn",1
"Famous Dex","Japan",FALSE,"Jane",1
"Famous Dex","Japan",FALSE,"Mary",1
"Fat Joe Featuring R. Kelly","We Thuggin'",TRUE,"Aisha",1
"Fat Joe Featuring R. Kelly","We Thuggin'",TRUE,"Shonda",1
"Fats Domino","Be My Guest",TRUE,"Lindy",1
"Ferras","Hollywood's Not America",TRUE,"Helena Jane",1
"Fetty Wap Featuring Monty","Jugg",TRUE,"Monty",1
"Flo Rida Featuring Robin Thicke & Verdine White","I Don't Like It, I Love It",FALSE,"Tom",1
"Flo Rida Featuring Sage The Gemini & Lookas","G.D.F.R.",FALSE,"Katrina",1
"Flo Rida Featuring Sage The Gemini & Lookas","G.D.F.R.",TRUE,"Anna",1
"Flo Rida Featuring Sean Kingston","Roll",TRUE,"Robbin",1
"Flobots","Handlebars",TRUE,"Leif",1
"Florida Georgia Line","Sun Daze",FALSE,"Marley",1
"Foxy Brown Featuring Jay-Z","I'll Be",TRUE,"Lana",1
"Frank Ocean","Nights",TRUE,"Percy",1
"Frank Ocean","Nikes",TRUE,"Carmelo",1
"Frank Ocean","Novacane",TRUE,"Stanley",1
"Frank Sinatra","Granada",FALSE,"Tierra",1
"Frankie Smith","Double Dutch Bus",TRUE,"Lolita",1
"Freddy Cannon","Transistor Sister",TRUE,"Connie",1
"Freddy Cannon","Transistor Sister",TRUE,"Darin",1
"Freddy Cannon","Transistor Sister",TRUE,"Presley",1
"French Montana","Ain't Worried About Nothin",FALSE,"Haven",1
"French Montana Featuring Drake","No Stylist",TRUE,"Zack",1
"French Montana Featuring Rick Ross, Drake, Lil Wayne","Pop That",TRUE,"Wallace",1
"Future","4 Da Gang",TRUE,"Seth",1
"Future","Feed Me Dope",TRUE,"Elroy",1
"Future","Mask Off",TRUE,"Mari",1
"Future","Mask Off",TRUE,"Theodore",1
"Future","Same Damn Time",TRUE,"Irene",1
"Future & Juice WRLD","Astronauts",TRUE,"Emilio",1
"Future & Juice WRLD","Astronauts",TRUE,"Riley",1
"Future & Young Thug","No Cap",TRUE,"Beverly",1
"Future & Young Thug Featuring Offset","Patek Water",FALSE,"Percy",1
"Future Featuring Kanye West","I Won",TRUE,"Perry",1
"Future Featuring Lil Wayne","Karate Chop (Remix)",TRUE,"Emmett",1
"Future Featuring Lil Wayne","Karate Chop (Remix)",TRUE,"Halle",1
"Future Featuring T.I.","Magic",FALSE,"Aspen",1
"G-Eazy","The Plan",TRUE,"Patrick",1
"G-Eazy Featuring A$AP Rocky & Cardi B","No Limit",TRUE,"Jared",1
"Game","Martians Vs Goblins",TRUE,"Marvel",1
"Game","Martians Vs Goblins",TRUE,"Theresa",1
"Gang Starr","You Know My Steez",TRUE,"Dorothy",1
"Garnet Mimms & The Enchanters","A Quiet Place",TRUE,"Adeline",1
"Garth Brooks","Good Ride Cowboy",FALSE,"Kaycee",1
"Garth Brooks","Good Ride Cowboy",FALSE,"Peter",1
"George Strait","If You Can Do Anything Else",FALSE,"Diego",1
"George Strait","If You Can Do Anything Else",FALSE,"Savannah",1
"George Strait","The Best Day",TRUE,"Coleman",1
"Ghostface Killah","Cherchez LaGhost",TRUE,"Chauncey",1
"Ginuwine","In Those Jeans",TRUE,"Levi",1
"Ginuwine","In Those Jeans",TRUE,"Sergio",1
"Ginuwine Featuring Baby","Hell Yeah",TRUE,"Sonia",1
"Gladys Knight And The Pips","Every Beat Of My Heart",FALSE,"Emerald",1
"Glee Cast","River Deep, Mountain High",FALSE,"Robin",1
"Glee Cast Featuring Jonathan Groff","Bohemian Rhapsody",TRUE,"Mia",1
"Glen Campbell","Southern Nights",TRUE,"Joy",1
"Goodie Mob.","Cell Therapy",TRUE,"Dick",1
"Goodie Mob.","Dirty South",FALSE,"Freeman",1
"Goodie Mob.","Dirty South",TRUE,"Clinton",1
"Goodie Mob.","Soul Food",TRUE,"Tameka",1
"Gorillaz","Clint Eastwood",TRUE,"Russel",1
"Grateful Dead","Sugar Magnolia",TRUE,"Sugar Magnolia",1
"Gretchen Wilson","Redneck Woman",TRUE,"Tanya",1
"Gucci Mane & Nicki Minaj","Make Love",TRUE,"Anna Nicole",1
"Guns N' Roses","Sympathy For The Devil (\Interview With The Vampire\"")""",TRUE,"Anastasia",1
"Hank Snow","I've Been Everywhere",FALSE,"Dayton",1
"Hank Snow","I've Been Everywhere",FALSE,"Glen",1
"Hank Snow","I've Been Everywhere",FALSE,"Paloma",1
"Hank Snow","I've Been Everywhere",FALSE,"Salvador",1
"Henry Gross","Shannon",TRUE,"Shannon",1
"Hoodie Allen Featuring Ed Sheeran","All About It",FALSE,"Prince",1
"Hoodie Allen Featuring Ed Sheeran","All About It",TRUE,"Adrien",1
"Hoodie Allen Featuring Ed Sheeran","All About It",TRUE,"Megan",1
"Ice Cube","Really Doe",TRUE,"Betsy",1
"Ice Cube","Wicked",TRUE,"Darryl",1
"Ice Cube Featuring Das EFX","Check Yo Self",FALSE,"Charlie",1
"Ice Cube Featuring Mr. Short Khop","Pushin' Weight",TRUE,"Lincoln",1
"Iggy Azalea","Team",TRUE,"Hans",1
"Iggy Azalea Featuring M0","Beg For It",TRUE,"Trinidad",1
"Illegal","We Getz Busy",TRUE,"Jermaine",1
"India.Arie","I Am Not My Hair",TRUE,"India",1
"India.Arie","Little Things",TRUE,"Donny",1
"J. Cole","Middle Child",TRUE,"Bentley",1
"J. Cole Featuring Trey Songz","Can't Get Enough",TRUE,"Wesley",1
"Ja Rule Featuring R. Kelly & Ashanti","Wonderful",TRUE,"Jeffrey",1
"Jake Owen","Down To The Honkytonk",TRUE,"Shelia",1
"Jake Paul Featuring Team 10","It's Everyday Bro",TRUE,"Chance",1
"Jake Paul Featuring Team 10","It's Everyday Bro",TRUE,"Tessa",1
"James Brown And The Famous Flames","There Was A Time",FALSE,"Augusta",1
"James Taylor","Carolina In My Mind",TRUE,"Karin",1
"James Taylor","Fire And Rain",TRUE,"Susanne",1
"Jason Aldean","Tattoos On This Town",TRUE,"Allie",1
"Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign","Swalla",TRUE,"Valentino",1
"Jay Sean Featuring Lil Wayne","Hit The Lights",TRUE,"Jay Sean",1
"Jay Sean Featuring Nicki Minaj","2012 (It Ain't The End)",TRUE,"Edison",1
"Jay Sean Featuring Pitbull","I'm All Yours",TRUE,"Tia",1
"Jay-Z","Blue Magic",TRUE,"Bailey",1
"Jay-Z","Can't Knock The Hustle",FALSE,"Remy",1
"Jay-Z","Change Clothes",TRUE,"Vera",1
"Jay-Z","Girls, Girls, Girls",TRUE,"Cherie",1
"JAY-Z","Marcy Me",TRUE,"Isiah",1
"JAY-Z","Marcy Me",TRUE,"Marcy",1
"JAY-Z","Marcy Me",TRUE,"Myrtle",1
"Jay-Z, Bono, The Edge & Rihanna","Stranded (Haiti Mon Amour)",TRUE,"Colleen",1
"Jeannie C. Riley","Harper Valley P.T.A.",TRUE,"Shirley",1
"Jeff Beck","People Get Ready",FALSE,"Jordan",1
"Jefferson Starship","St. Charles",TRUE,"Ulysses",1
"Jennifer Lopez Featuring French Montana","I Luh Ya Papi",TRUE,"Omar",1
"Jerry Reed","When You're Hot, You're Hot",TRUE,"Homer",1
"Jeru The Damaja","Come Clean",TRUE,"Fidel",1
"Jimmy Buffett","Volcano",FALSE,"Juan",1
"Jimmy Cliff","Wonderful World, Beautiful People",TRUE,"Harold",1
"Joe","Don't Wanna Be A Player (From \Booty Call\"")""",FALSE,"Milan",1
"Joe Diffie","Pickup Man",TRUE,"Bobbie Joe",1
"Joe Nichols","Sunny And 75",FALSE,"Sunny",1
"John Mellencamp","R.O.C.K. In The U.S.A. (A Salute'to 60's Rock)",TRUE,"Lyman",1
"John Mellencamp","R.O.C.K. In The U.S.A. (A Salute'to 60's Rock)",TRUE,"Ryder",1
"John Mellencamp","Rooty Toot Toot",TRUE,"Teddi Jo",1
"Johnny Cash","Everybody Loves A Nut",TRUE,"Isabella",1
"Johnny Horton","Johnny Freedom",TRUE,"Dana",1
"Joni Mitchell","In France They Kiss On Main Street",TRUE,"Gail",1
"Joni Mitchell","In France They Kiss On Main Street",TRUE,"Melvin",1
"Josh Kelley","Georgia Clay",FALSE,"Clay",1
"Juicy J Featuring Wale & Trey Songz","Bounce It",TRUE,"Rudy",1
"Julianne Hough","That Song In My Head",TRUE,"Billy Don",1
"Junior M.A.F.I.A.","Player's Anthem",TRUE,"Roxie",1
"Junior M.A.F.I.A. Featuring The Notorious B.I.G.","Get Money",TRUE,"Adrienne",1
"Justin Bieber","Change Me",TRUE,"Serenity",1
"Justin Bieber Featuring Busta Rhymes","Drummer Boy",TRUE,"Merry",1
"Juvenile Featuring Mannie Fresh","In My Life",FALSE,"Magnolia",1
"Juvenile Featuring Soulja Slim","Slow Motion",TRUE,"Kirby",1
"Juvenile Featuring Soulja Slim","Slow Motion",TRUE,"Rusty",1
"Kanye West","All Mine",TRUE,"Kerry",1
"Kanye West","All Mine",TRUE,"Tristan",1
"Kanye West","Famous",FALSE,"Marina",1
"Kanye West","Famous",FALSE,"Rey",1
"Kanye West","Jesus Walks",FALSE,"Avis",1
"Kanye West","Jesus Walks",TRUE,"Kathie Lee",1
"Kanye West","Through The Wire",TRUE,"Sky",1
"Kanye West","Violent Crimes",TRUE,"Marlin",1
"Kanye West","Yikes",TRUE,"Felicia",1
"Kanye West Featuring Syleena Johnson","All Falls Down",TRUE,"Alexus",1
"Kanye West Featuring Teyana Taylor, Nicki Minaj & Bon Iver","Dark Fantasy",TRUE,"Leon",1
"Kanye West Featuring Teyana Taylor, Nicki Minaj & Bon Iver","Dark Fantasy",TRUE,"Phoebe",1
"Katy Perry","Cozy Little Christmas",FALSE,"Tiffany",1
"Keith Murray","The Most Beautifullest Thing In This World",TRUE,"Quincy",1
"Keith Murray Featuring Def Squad","Yeah Yeah U Know It",TRUE,"Annie Mae",1
"Kendrick Lamar","DNA.",TRUE,"Brock",1
"Kendrick Lamar","Fear.",TRUE,"Demarcus",1
"Kendrick Lamar","Fear.",TRUE,"Rihanna",1
"Kendrick Lamar","The Blacker The Berry",FALSE,"Aryan",1
"Kenny Chesney","Big Star",TRUE,"Garth",1
"Kenny Chesney","Keg In The Closet",TRUE,"Mary Ann",1
"Kenny Rogers & The First Edition","Reuben James",TRUE,"Flora",1
"Kevin Gates","Let It Sing",TRUE,"Tory",1
"Kevin Gates","Really Really",TRUE,"Cedric",1
"Kevin Rudolf Featuring Lil Wayne","Let It Rock",TRUE,"Tamara",1
"Khalid, Ty Dolla $ign & 6LACK","OTW",TRUE,"Khalid",1
"Kid Cudi Featuring Kanye West & Common","Make Her Say",TRUE,"Ray Jay",1
"Killer Mike Featuring Big Boi","A.D.I.D.A.S.",TRUE,"Nathaniel",1
"Klymaxx","The Men All Pause",TRUE,"Gianni",1
"Kodak Black Featuring Future","Conscience",FALSE,"Chase",1
"Kool Moe Dee","Wild, Wild West",TRUE,"Milton",1
"Kool Moe Dee","Wild, Wild West",TRUE,"Sidney",1
"Kreayshawn","Gucci Gucci",TRUE,"Ivana",1
"Kurtis Blow","Basketball",TRUE,"Bernard",1
"Kurtis Blow","Basketball",TRUE,"Kurtis",1
"Kurtis Blow","Basketball",TRUE,"Willis",1
"LeAnn Rimes","Nothin' Better To Do",TRUE,"Bobby Jo",1
"Lee Brice","Parking Lot Party",FALSE,"Coleman",1
"Len","Steal My Sunshine",TRUE,"Karen",1
"Leo Sayer","Long Tall Glasses (I Can Dance)",TRUE,"Victor",1
"Lil Baby","Pure Cocaine",TRUE,"Era",1
"Lil Baby","Southside",TRUE,"Bernice",1
"Lil Baby & Gunna","Business Is Business",TRUE,"Marlo",1
"Lil Bow Wow","Take Ya Home",TRUE,"Todd",1
"Lil Jon Featuring Tyga","Bend Ova",FALSE,"Jose",1
"Lil Uzi Vert","For Real",TRUE,"Vivienne",1
"Lil Uzi Vert","New Patek",TRUE,"Rey",1
"Lil Uzi Vert","No Sleep Leak",TRUE,"Corbin",1
"Lil Uzi Vert Featuring Pharrell Williams","Neon Guts",FALSE,"Carlton",1
"Lil Wayne","A Milli",TRUE,"Orville",1
"Lil Wayne","Blunt Blowin",TRUE,"Ashton",1
"Lil Wayne","Blunt Blowin",TRUE,"Edward",1
"Lil Wayne","Dedicate",FALSE,"Marvel",1
"Lil Wayne","I'm Me",TRUE,"Ronald",1
"Lil Wayne","MegaMan",TRUE,"Samuel",1
"Lil Wayne Featuring Detail","No Worries",TRUE,"Stewart",1
"Lil Wayne Featuring Drake & Jadakiss","It's Good",TRUE,"Griffin",1
"Lil Wayne Featuring John Legend","So Special",TRUE,"Lorena",1
"Lil Wayne Featuring Rick Ross","John",TRUE,"Chiquita",1
"Lil Wayne Featuring Rick Ross","John",TRUE,"Esther",1
"Lil Yachty Featuring Juice WRLD","Yacht Club",TRUE,"Alexis",1
"Lil' Flip Featuring Lea","Sunshine",TRUE,"Lea",1
"Lil' Kim Featuring Puff Daddy","No Time",TRUE,"John Paul",1
"Limp Bizkit Featuring Method Man","N 2 Gether Now",TRUE,"Elmer",1
"Little River Band","Reminiscing",TRUE,"Glen",1
"Lloyd Banks Featuring Juelz Santana","Beamer, Benz, Or Bentley",TRUE,"Ruben",1
"Logic Featuring Big Sean","Wassup",TRUE,"Jaden",1
"Lonestar","Walking In Memphis",TRUE,"Muriel",1
"Loon Featuring Kelis","How You Want That",TRUE,"Cesar",1
"Lost Boyz","Get Up",TRUE,"Hassan",1
"Ludacris","Number One Spot",TRUE,"Dora",1
"Ludacris","Number One Spot",TRUE,"Ivy",1
"Luniz","I Got 5 On It",FALSE,"Taylor",1
"Lupe Fiasco","Around My Way (Freedom Ain't Free)",TRUE,"Chandler",1
"Lupe Fiasco Featuring Ed Sheeran","Old School Love",TRUE,"Lance",1
"Mac Miller","Frick Park Market",TRUE,"Miller",1
"Madonna","Vogue",TRUE,"Katharine",1
"Madonna","Vogue",TRUE,"Lauren",1
"Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj","Run Up",TRUE,"Hillary",1
"Mann","Buzzin'",TRUE,"Brodie",1
"Maren Morris Featuring Vince Gill","Dear Hate",TRUE,"Selma",1
"Mariah Carey","It's Like That",TRUE,"Mimi",1
"Mariah Carey Featuring T-Pain","Migrate",TRUE,"Mae-Mae",1
"Mariah Carey Featuring T-Pain","Migrate",TRUE,"Rae-Rae",1
"Marky Mark & The Funky Bunch","Wildside",TRUE,"Bennett",1
"Martina McBride","God's Will",FALSE,"August",1
"Marvin Gaye & Tammi Terrell","Keep On Lovin' Me Honey",TRUE,"Tammi",1
"Mase","Feel So Good",TRUE,"Chaz",1
"Mase Featuring Puff Daddy","Lookin' At Me",FALSE,"Roscoe",1
"MC5","Kick Out The Jams",TRUE,"Mackenzie",1
"Meek Mill","1942 Flows",TRUE,"Jazmine",1
"Meek Mill","Championships",FALSE,"Max",1
"Meek Mill","Intro",TRUE,"Cruz",1
"Meek Mill Featuring 21 Savage","Pay You Back",TRUE,"Waldo",1
"Meek Mill Featuring Drake","Going Bad",TRUE,"Laurie",1
"Meek Mill Featuring Lil Uzi Vert & Nicki Minaj","Froze",TRUE,"Brittney",1
"Meek Mill Featuring Rick Ross & JAY-Z","What's Free",FALSE,"Marcy",1
"Meek Mill Featuring T.I., Birdman Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz","Ima Boss",TRUE,"Herschel",1
"Meek Mill Featuring Tory Lanez","Litty",TRUE,"Quinten",1
"Metro Boomin Featuring 21 Savage","10 Freaky Girls",TRUE,"Harriet",1
"MGK Featuring Waka Flocka Flame","Wild Boy",TRUE,"Miguel",1
"Michael Buble","It's Beginning To Look A Lot Like Christmas",TRUE,"Janice",1
"Michael Buble","It's Beginning To Look A Lot Like Christmas",TRUE,"Jen",1
"Migos","Versace",TRUE,"Rocco",1
"Migos Featuring Post Malone","Notice Me",TRUE,"Kimberly",1
"Migos Featuring Travis Scott","Kelly Price",TRUE,"Garfield",1
"Millie Jackson","Leftovers",TRUE,"Philip",1
"Miranda Lambert","All Kinds Of Kinds",TRUE,"Phyllis",1
"Mobb Deep Featuring Vita & Noyd","Burn",FALSE,"Mickey",1
"Morris Day","The Oak Tree",TRUE,"Morris",1
"Musiq Soulchild Featuring Ayana","Girl Next Door",TRUE,"Tonya",1
"Mustard & Migos","Pure Water",TRUE,"Ricky Bobby",1
"My Darkest Days Featuring Zakk Wylde","Porn Star Dancing",TRUE,"Cassandra",1
"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato","Oye Mi Canto",TRUE,"Cale",1
"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato","Oye Mi Canto",TRUE,"Santiago",1
"Nancy Sinatra & Lee Hazlewood","Lady Bird",TRUE,"Winter",1
"Nas","I Can",TRUE,"Lina",1
"Nas","If I Ruled The World",TRUE,"Armani",1
"Nas","Street Dreams",TRUE,"Dionne",1
"Natasha Bedingfield","These Words",TRUE,"Byron",1
"Naughty By Nature","Hip Hop Hooray",TRUE,"Jo-Jo",1
"Naughty By Nature","Hip Hop Hooray",TRUE,"Parker",1
"Naughty By Nature Featuring 3LW","Feels Good (Don't Worry Bout A Thing)",TRUE,"Chadwick",1
"Neil Diamond","Solitary Man",TRUE,"Melinda",1
"Nelly Featuring City Spud","Ride Wit Me",TRUE,"Courtney",1
"Nicki Minaj","Anaconda",TRUE,"Troy",1
